ORDERNUMBER,PRODUCTCODE,PROMOTION_NAME,CALC_SALES
132024,S27_3236,,3346.5600000000004
132025,S27_4207,,6260.3099999999995
132028,S53_4329,,8917.769999999999
132030,S33_3229,,11286.349999999999
132033,S33_2280,,3677.79
132041,S52_3441,,4322.56
132049,S51_1599,,4936.89
132051,S56_2123,,5077.599999999999
132052,S12_2526,,5364.24
132060,S60_4482,,5314.5
132061,S51_2266,,3033.69
132062,S69_1110,,3294.36
132067,S40_2846,,3754.96
132070,S23_2316,,4473.04
132072,S36_3547,,10106.16
132078,S38_3681,,3692.8100000000004
132079,S38_2753,,10592.27
132084,S36_2579,,8318.53
132088,S66_1095,,12555.92
132091,S39_2465,,7709.039999999999
132093,S42_1189,,3572.7400000000002
132096,S26_4439,,5411.5
132098,S68_3462,,4511.639999999999
132101,S19_3070,,9389.1
132102,S62_3667,,4766.29
132105,S19_4764,,4000.24
132108,S39_1403,,4084.06
132113,S11_2868,,11177.699999999999
132117,S13_4614,,4664.4
132124,S26_1168,,9137.86
132129,S53_1868,,10748.7
132134,S14_2610,,6679.68
132137,S26_1074,,6904.320000000001
132141,S38_4541,,11651.300000000001
132145,S60_4116,,4992.75
132146,S35_4943,,3190.11
132150,S65_4367,,8276.96
132155,S45_4591,,8994.17
132157,S63_2259,,3103.3799999999997
132158,S43_1139,,4716.9
132159,S58_2248,,3506.7599999999998
132163,S13_4726,,6034.599999999999
132167,S57_2364,,7190.66
132173,S45_1099,,5016.18
132176,S10_1533,,4067.46
132181,S30_3737,,3165.0
132185,S41_3747,,4324.0
132189,S50_3069,,10430.01
132195,S18_2998,,5330.02
132202,S36_3109,,3801.3599999999997
132206,S65_1761,,5166.0
132210,S21_1038,,3436.9999999999995
132214,S65_1031,,10601.789999999999
132222,S65_3299,,5422.86
132225,S64_4424,,3650.33
132226,S69_4277,,3375.57
132227,S52_3111,,12538.8
132228,S27_1433,,4401.91
132231,S37_1653,,8643.95
132237,S49_4627,,7158.8
132241,S67_4105,,10184.48
132247,S70_1881,,3623.1
132251,S53_4880,,7000.139999999999
132255,S38_3989,,4351.38
132258,S11_4379,,4813.77
132262,S13_1213,,3642.4
132263,S40_4737,,5609.45
132267,S25_1257,,4824.6
132271,S52_1521,,5807.16
132274,S66_3709,,7765.65
132275,S56_4395,,11375.279999999999
132277,S35_4669,,4431.41
132281,S29_2955,,5535.84
132283,S68_2141,,4539.08
132284,S35_4845,,5426.62
132288,S35_3679,,9671.970000000001
132295,S47_3985,,3735.68
132299,S51_2124,,3648.1499999999996
132305,S41_3580,,5232.78
132309,S66_2461,,3520.0000000000005
132313,S70_2068,,4150.38
132316,S30_1449,,5499.6
132325,S39_4159,,10274.88
132328,S17_1269,,6763.8
132332,S54_1479,,3066.5
132336,S32_1245,,6415.92
132339,S66_1660,,11280.0
132340,S17_3526,,11518.52
132343,S33_3204,,3220.6499999999996
132345,S65_4082,,4227.75
132352,S40_3193,,4072.88
132365,S50_1989,,3352.98
132366,S26_3410,,3310.44
132370,S19_4720,,3509.46
132373,S22_4311,,14688.6
132375,S68_3841,,3370.32
132378,S34_4490,,3748.29
132380,S62_3690,,3626.37
132383,S11_1199,,13556.34
132385,S56_2389,,4983.36
132387,S32_4545,,6641.950000000001
132393,S54_2539,,4366.7699999999995
132396,S53_2818,,5244.3
132398,S69_2345,,10591.279999999999
132405,S26_1748,,5678.24
132418,S50_1471,,7236.72
132419,S25_3777,,3318.92
132422,S59_1764,,9095.220000000001
132424,S62_3946,,7581.66
132427,S36_2492,,3482.24
132428,S19_1782,,10530.449999999999
132432,S44_3655,,4024.02
132435,S68_2483,,3831.92
132436,S45_4406,,9289.28
132440,S28_1470,,3825.7999999999997
132448,S23_2303,,4654.650000000001
132452,S56_1896,,3848.04
132456,S66_3804,,11911.2
132459,S64_1748,,3894.52
132464,S62_4640,,8429.96
132469,S54_1084,,4049.57
132476,S54_2008,,3456.7200000000003
132486,S69_4799,,5058.200000000001
132490,S38_1393,,9391.890000000001
132496,S24_1047,,6379.52
132501,S33_3008,,5247.660000000001
132502,S21_4425,,3204.79
132519,S50_2933,,4411.68
132523,S41_4705,,7590.84
132526,S24_1606,,10649.65
132530,S61_4386,,6804.0
132531,S32_4747,,9262.4
132542,S70_1145,,3708.32
132544,S61_4723,,8291.2
132547,S16_3654,,7596.48
132550,S11_1253,,4568.9
132553,S62_3383,,3047.52
132562,S52_4959,,4566.0
132564,S25_2261,,11032.65
132568,S62_3834,,6511.58
132569,S46_3356,,6363.71
132573,S66_4329,,3804.3
132574,S48_3977,,13651.460000000001
132575,S61_4390,,4571.78
132579,S19_1727,,7253.4
132581,S61_4310,,4757.34
132583,S64_4275,,6294.71
132593,S45_1752,,5857.799999999999
132595,S65_3394,,3910.9199999999996
132601,S20_1638,,3080.09
132607,S52_4153,,3755.85
132613,S16_3154,,7365.93
132614,S38_4434,,8900.279999999999
132615,S49_2516,,7204.400000000001
132619,S27_3871,,3739.39
132622,S48_1470,,6634.58
132625,S57_3435,,5488.95
132629,S52_3060,,8784.720000000001
132630,S45_1348,,4441.08
132631,S70_3741,,8618.609999999999
132634,S15_4664,,7516.799999999999
132647,S51_1358,,6612.48
132654,S19_1723,,14131.8
132658,S70_2483,,12271.41
132662,S51_4591,,5491.13
132670,S17_2602,,11392.94
132677,S39_2363,,12025.75
132679,S18_1863,,7156.92
132680,S11_4727,,5765.76
132684,S29_2478,,5458.08
132686,S53_4594,,3450.44
132690,S43_4880,,5396.820000000001
132697,S35_1910,,3774.54
132698,S68_2022,,9275.84
132700,S39_1014,,9199.800000000001
132701,S39_1399,,7925.820000000001
132705,S14_2133,,4436.49
132709,S59_4662,,7101.6
132715,S66_1970,,8033.58
132719,S50_4976,,5579.0
132721,S13_4964,,7872.9
132725,S19_4479,,3321.08
132729,S58_3419,,3468.2200000000003
132732,S48_3225,,8848.8
132733,S33_2492,,6217.629999999999
132739,S24_2708,,5425.0
132742,S38_1547,,3693.1499999999996
132746,S62_3703,,3114.6499999999996
132747,S54_1451,,4931.08
132748,S61_1001,,3672.6299999999997
132749,S28_4084,,10410.4
132753,S22_1075,,6687.719999999999
132755,S60_1247,,14014.199999999999
132758,S53_1437,,7425.209999999999
132763,S47_1545,,6981.2
132765,S36_1219,,3595.44
132767,S22_4947,,3923.12
132768,S18_1558,,11445.0
132771,S52_4918,,7610.56
132776,S43_4010,,3641.6
132777,S23_3923,,12754.78
132780,S12_1811,,3773.76
132784,S45_3044,,5746.0
132791,S56_1034,,8051.4
132793,S61_3001,,7171.709999999999
132797,S52_3076,,12411.36
132798,S56_2590,,5031.45
132802,S14_4202,,9143.369999999999
132803,S51_1300,,3192.0
132806,S67_3875,,3819.8
132811,S33_4281,,3750.9799999999996
132815,S43_1658,,8982.16
132817,S63_4892,,8229.09
132818,S24_3903,,3510.2699999999995
132819,S68_4249,,3022.81
132821,S30_4437,,6292.860000000001
132822,S50_3134,,3632.6200000000003
132828,S63_3168,,8040.139999999999
132832,S60_2222,,5478.33
132834,S10_1875,,5546.16
132838,S67_2495,,10513.300000000001
132842,S36_2805,,5970.8
132845,S54_1275,,5051.45
132849,S28_3914,,3070.3399999999997
132857,S28_2087,,3288.7700000000004
132865,S34_4694,,10414.800000000001
132867,S46_2600,,11079.64
132873,S32_3385,,10583.68
132874,S64_3661,,9817.32
132879,S54_2262,,4888.52
132880,S41_4242,,10553.36
132881,S67_3888,,5701.29
132885,S43_2065,,3539.91
132887,S57_3962,,5747.36
132890,S29_2104,,5088.599999999999
132894,S69_4416,,3531.66
132899,S41_4321,,5172.349999999999
132907,S64_2991,,7063.4800000000005
132911,S54_3499,,11792.04
132917,S56_1891,,6920.02
132928,S70_2824,,5873.37
132930,S21_3191,,3053.52
132933,S19_1501,,4870.8
132936,S22_1851,,12533.37
132940,S26_3627,,10888.0
132947,S67_1640,,5799.0
132951,S59_3409,,8438.64
132954,S33_3218,,9642.36
132958,S10_2441,,6973.2
132961,S31_3699,,3686.43
132967,S41_2248,,4321.71
132968,S21_4078,,4560.66
132975,S61_3664,,5870.61
132985,S69_2787,,7524.32
132987,S11_1148,,7888.03
132989,S27_2241,,8681.7
132992,S45_4022,,8200.53
132996,S53_2874,,7023.6
132999,S50_3470,,6621.12
133002,S24_4127,,13917.119999999999
133006,S16_3010,,9152.31
133011,S33_3988,,4280.8
133013,S69_4125,,4936.2
133015,S46_1830,,5304.0
133025,S18_3056,,4078.7999999999997
133028,S66_1157,,6510.0
133039,S33_3734,,6563.7
133043,S46_1377,,5639.63
133060,S57_1052,,9809.36
133068,S32_2736,,8910.89
133072,S12_1561,,6456.679999999999
133076,S33_4450,,4048.59
133079,S36_3538,,8488.84
133087,S31_4748,,7864.2699999999995
133090,S46_1808,,4306.2
133093,S49_3344,,4305.34
133097,S32_4756,,3259.36
133101,S37_2992,,5614.18
133116,S51_3024,,7786.0
133121,S52_3518,,5740.56
133122,S37_2122,,11266.0
133125,S48_1161,,5743.92
133129,S65_1049,,4423.38
133131,S16_4624,,9709.2
133136,S54_2231,,4289.49
133140,S64_4908,,4334.2
133143,S67_3188,,5262.11
133149,S62_1723,,6728.16
133153,S65_2946,,8193.9
133154,S22_4070,,3321.76
133156,S31_4815,,5775.51
133157,S63_4151,,6511.37
133159,S57_2584,,5344.52
133160,S38_3450,,9720.039999999999
133162,S54_3890,,3299.04
133168,S69_1625,,5953.64
133173,S53_3889,,10612.59
133174,S24_1221,,10437.5
133178,S32_2286,,5824.0
133180,S15_1107,,3334.65
133183,S14_2459,,7216.379999999999
133184,S70_4075,,4953.68
133190,S32_2019,,7165.469999999999
133194,S28_1786,,5897.1900000000005
133197,S25_2885,,6165.120000000001
133201,S49_3852,,5511.52
133204,S30_4672,,5204.099999999999
133207,S67_3395,,3567.69
133208,S58_4414,,3206.84
133212,S37_3346,,3991.43
133222,S38_4691,,4730.910000000001
133225,S69_2538,,7874.91
133228,S16_1231,,5006.099999999999
133233,S40_4822,,5435.75
133235,S17_3550,,3150.14
133238,S36_4594,,5355.0
133242,S11_2269,,6740.16
133251,S44_2733,,12000.300000000001
133253,S10_2172,,10630.89
133256,S62_3186,,4456.54
133258,S34_3827,,9410.94
133261,S65_4780,,3774.16
133268,S51_4347,,7642.72
133271,S34_3916,,7057.4400000000005
133272,S32_4208,,7099.95
133277,S25_3702,,5239.200000000001
133278,S48_4896,,10519.68
133284,S17_3706,,11655.599999999999
133288,S16_3879,,8165.5199999999995
133292,S10_2598,,11030.88
133293,S55_1827,,7978.4800000000005
133296,S27_2023,,4800.81
133300,S41_2462,,5284.48
133301,S43_1768,,8288.0
133303,S39_2010,,3891.8999999999996
133307,S59_3853,,8120.22
133309,S53_3780,,5219.2
133312,S39_2542,,4038.9100000000003
133318,S13_3288,,5680.26
133321,S14_3630,,7197.300000000001
133322,S63_1243,,10275.28
133325,S34_4888,,12447.76
133336,S67_4731,,3779.1600000000003
133344,S47_3640,,5217.16
133347,S35_4666,,3853.96
133351,S48_2415,,3333.6800000000003
133355,S40_1733,,4791.5
133358,S37_2969,,10308.130000000001
133361,S10_4290,,13005.119999999999
133365,S24_4954,,7372.62
133370,S25_1492,,5253.6
133373,S61_1306,,4961.4400000000005
133377,S18_3036,,4912.57
133379,S56_1273,,6957.65
133383,S25_3688,,7664.22
133397,S64_2634,,9361.0
133398,S47_4916,,5025.84
133404,S22_3841,,5869.3099999999995
133408,S52_3355,,9556.56
133411,S29_2529,,9520.800000000001
133412,S44_4391,,12928.08
133416,S53_1775,,12500.16
133419,S45_4041,,4047.0
133420,S16_4022,,8925.289999999999
133427,S42_4926,,3611.3
133430,S59_3843,,6877.360000000001
133431,S57_2039,,11698.109999999999
133442,S15_2928,,11315.720000000001
133447,S66_2170,,3558.6600000000003
133449,S60_4888,,5042.7
133450,S57_1275,,6227.82
133457,S61_3108,,5727.23
133464,S21_2245,,3864.79
133466,S63_1852,,5857.799999999999
133470,S41_4455,,12119.25
133472,S38_2227,,4287.5599999999995
133474,S46_4973,,4147.89
133475,S56_1197,,4658.88
133479,S29_4774,,4350.5
133480,S66_3691,,9476.82
133485,S66_1935,,8325.449999999999
133487,S36_3833,,10021.97
133490,S31_3214,,10286.0
133494,S44_2405,,3199.28
133500,S36_1784,,5226.98
133501,S51_3372,,8769.199999999999
133504,S29_3836,,9791.65
133508,S17_1260,,8474.76
133511,S59_4119,,12947.48
133518,S69_2176,,5613.85
133533,S16_2669,,4771.21
133538,S15_1503,,12052.04
133541,S56_1798,,3289.2000000000003
133543,S49_1993,,4758.01
133547,S13_2662,,6442.33
133549,S61_1734,,3931.38
133551,S29_3706,,3315.06
133555,S69_1086,,4944.42
133561,S43_4255,,5020.68
133566,S19_1291,,4046.23
133570,S27_3012,,3395.32
133572,S56_3553,,4557.56
133577,S14_3771,,3572.7599999999998
133580,S41_1703,,5249.23
133582,S69_2093,,4967.31
133584,S63_3200,,4335.96
133585,S11_2744,,11409.75
133591,S70_2806,,6261.8099999999995
133596,S66_2577,,4474.2
133597,S69_3333,,10340.64
133600,S62_2893,,3215.96
133601,S65_4089,,4968.6
133604,S20_4577,,13639.859999999999
133606,S31_3633,,3065.7000000000003
133611,S31_3142,,5176.64
133613,S43_2305,,12716.480000000001
133621,S34_2829,,4058.9100000000003
133623,S31_2354,,6933.360000000001
133626,S11_4210,,5627.16
133628,S46_4860,,7168.8
133631,S48_2059,,5559.75
133635,S22_4014,,12202.720000000001
133637,S64_1672,,10045.599999999999
133638,S15_2532,,4695.68
133639,S13_3542,,4876.28
133641,S41_1275,,8917.46
133642,S63_1134,,4330.13
133644,S51_1609,,6943.299999999999
133649,S44_1056,,7898.45
133654,S18_1233,,8040.8
133657,S67_3333,,14273.369999999999
133661,S29_2950,,10482.0
133664,S53_1303,,10768.679999999998
133671,S12_3410,,4743.42
133675,S20_2703,,6080.8
133677,S32_3423,,3131.0
133679,S41_1030,,6935.929999999999
133685,S33_1077,,8167.5
133687,S65_3880,,10354.5
133689,S60_1438,,10335.6
133693,S28_3857,,3839.96
133697,S49_1756,,3242.16
133699,S13_3863,,3876.12
133703,S33_4526,,6548.49
133706,S51_4313,,13413.06
133710,S17_1769,,4761.0199999999995
133717,S21_3267,,14485.800000000001
133724,S19_1598,,4384.25
133727,S31_4321,,3613.6800000000003
133735,S20_3316,,4547.25
133737,S10_4244,,5828.759999999999
133739,S28_3109,,3931.86
133742,S51_3996,,3129.88
133745,S55_4333,,13432.5
133746,S65_4305,,12302.09
133750,S48_1363,,7654.32
133754,S36_4596,,6400.280000000001
133757,S34_1380,,6886.499999999999
133760,S47_3428,,3185.1
133764,S28_3317,,6917.240000000001
133766,S32_3920,,8418.33
133768,S44_3215,,8974.49
133770,S23_1785,,11442.46
133781,S62_4805,,8428.12
133788,S45_4992,,4066.23
133789,S46_3801,,3468.0
133791,S29_2955,,10263.75
133792,S64_3086,,7566.02
133795,S69_4613,,11004.0
133798,S63_2201,,12238.24
133803,S13_3408,,4188.12
133805,S64_1869,,5890.42
133809,S56_3267,,8075.34
133812,S51_3498,,3000.3
133817,S60_4795,,4975.0
133824,S31_3154,,5938.7300000000005
133831,S17_2328,,8791.92
133833,S23_4376,,7611.24
133834,S61_2006,,8662.35
133837,S43_3184,,5792.16
133838,S22_3019,,3621.5800000000004
133839,S58_1437,,9511.18
133849,S66_4249,,10376.279999999999
133854,S13_1863,,3555.6000000000004
133859,S62_3298,,4396.95
133862,S11_3020,,5455.45
133866,S51_3447,,5939.200000000001
133872,S66_1080,,5365.47
133877,S54_2020,,10647.9
133881,S32_1647,,3610.44
133883,S10_1745,,5604.280000000001
133886,S20_3509,,5317.400000000001
133889,S32_4648,,4204.44
133898,S18_1207,,5166.72
133901,S62_4493,,3800.0
133903,S35_2824,,4434.5
133906,S12_3903,,5152.42
133908,S33_4190,,9420.3
133911,S61_2954,,5356.0
133919,S47_3143,,11865.0
133928,S62_1979,,10059.359999999999
133932,S45_1177,,10396.86
133937,S18_3827,,3317.06
133939,S65_2104,,8213.0
133946,S31_2764,,7202.16
133947,S66_1275,,7819.09
133955,S10_3710,,6167.72
133961,S40_2121,,5463.88
133963,S45_2804,,8173.44
133964,S60_3534,,3187.5899999999997
133967,S24_4574,,10569.119999999999
133969,S38_4947,,7652.15
133970,S19_1409,,5103.93
133978,S15_3969,,3593.0
133981,S27_3430,,4983.0
133984,S10_2730,,6326.32
133988,S53_4527,,8088.209999999999
133990,S39_4951,,4676.25
133994,S62_4473,,11502.4
133996,S38_1560,,11479.0
133999,S63_1583,,5041.75
134006,S12_3688,,6037.150000000001
134008,S13_3824,,11045.73
134010,S20_2762,,3899.28
134012,S68_1492,,4338.84
134015,S33_2641,,3014.3999999999996
134017,S19_2480,,7956.44
134021,S14_1240,,4722.599999999999
134022,S62_2934,,7791.500000000001
134026,S13_4335,,5770.639999999999
134027,S15_2900,,6850.66
134029,S52_3976,,3526.88
134043,S12_4864,,7905.9800000000005
134046,S57_2087,,11318.150000000001
134050,S54_3698,,9221.4
134054,S58_4609,,3184.48
134055,S67_1916,,7016.870000000001
134056,S20_1287,,7087.08
134061,S34_2640,,5021.5199999999995
134064,S31_1494,,6204.240000000001
134068,S27_1034,,12882.960000000001
134073,S54_1898,,4763.07
134076,S48_2996,,4270.8
134087,S37_3186,,6551.52
134092,S38_4336,,4675.44
134096,S50_1670,,8925.93
134100,S21_2265,,7238.0
134106,S30_1718,,5233.34
134109,S57_4832,,8055.900000000001
134115,S28_3754,,9258.87
134117,S56_3764,,4624.88
134125,S23_2324,,8681.12
134127,S47_3723,,6966.08
134130,S65_3604,,5920.2
134134,S17_1698,,7541.1
134137,S25_1061,,6379.42
134138,S60_4482,,5298.400000000001
134141,S68_4061,,4768.13
134145,S41_4495,,6190.08
134148,S40_3079,,5028.3
134159,S54_1040,,7931.7
134160,S37_2068,,9602.1
134161,S32_4057,,4365.2699999999995
134165,S16_4477,,5799.5
134169,S14_1592,,12396.449999999999
134171,S55_2511,,3301.54
134178,S28_1467,,7257.6
134184,S40_3260,,5646.24
134186,S63_1462,,4000.5000000000005
134190,S41_2875,,3343.92
134194,S49_3240,,6285.75
134197,S64_3299,,5740.0
134202,S68_4816,,6513.599999999999
134206,S67_3348,,3104.82
134219,S45_1447,,3504.0499999999997
134223,S63_2068,,6626.01
134230,S60_2585,,4323.28
134233,S40_4283,,5719.0
134237,S63_2826,,13824.3
134239,S62_3910,,8711.82
134246,S30_3419,,9951.199999999999
134248,S50_1556,,4174.54
134250,S43_2559,,8294.230000000001
134252,S26_1060,,3516.6600000000003
134255,S61_1686,,7054.2
134258,S12_2561,,6870.05
134260,S21_1448,,7600.89
134264,S25_1195,,3397.1
134267,S10_1534,,4234.19
134272,S33_4496,,10180.5
134276,S34_1956,,6493.13
134280,S29_1156,,8263.71
134283,S20_4455,,9551.1
134289,S64_1703,,3041.64
134290,S31_3478,,6283.0
134292,S54_4524,,9466.2
134294,S13_2330,,5037.26
134302,S64_3107,,6322.32
134305,S26_2582,,9777.56
134310,S40_2714,,6061.5
134315,S45_2838,,5010.39
134318,S10_2891,,8921.07
134319,S16_4195,,11266.2
134323,S39_2667,,7438.86
134326,S22_2347,,5628.33
134329,S25_4408,,7056.0
134331,S13_4215,,9324.42
134335,S48_4800,,4548.79
134339,S20_3406,,11952.08
134344,S37_3627,,9164.73
134349,S22_4418,,6359.12
134359,S13_2889,,5027.88
134363,S32_2019,,9923.039999999999
134366,S56_2059,,5447.7699999999995
134374,S24_2179,,12810.56
134381,S14_4378,,3707.0
134389,S26_4289,,10904.970000000001
134393,S12_2529,,4675.14
134396,S66_1339,,4222.94
134400,S54_1639,,3517.28
134406,S37_3244,,6618.5599999999995
134408,S12_1579,,12648.9
134412,S56_3747,,7267.95
134416,S21_3097,,5204.16
134419,S62_1362,,10273.949999999999
134428,S23_4566,,4506.4800000000005
134429,S41_1792,,6554.620000000001
134432,S67_3949,,6488.579999999999
134435,S18_4232,,3026.5199999999995
134438,S12_3620,,3613.4799999999996
134443,S61_4944,,7437.22
134446,S68_4996,,10148.970000000001
134449,S22_4542,,3200.68
134453,S51_3740,,3703.04
134460,S38_1708,,6436.5
134461,S21_2126,,4389.12
134472,S64_2342,,8662.35
134474,S20_2266,,3139.5
134482,S27_1121,,5282.490000000001
134485,S26_1171,,5149.8
134493,S16_4266,,3051.21
134497,S23_4454,,7410.24
134502,S16_4422,,7861.92
134504,S42_1073,,3901.46
134505,S68_2562,,3356.22
134507,S58_3637,,8498.53
134511,S69_3615,,12001.92
134515,S14_2517,,4985.92
134517,S14_1500,,3282.12
134522,S68_1717,,9698.960000000001
134524,S62_4290,,10412.55
134531,S57_1287,,3702.7999999999997
134537,S12_2384,,6212.71
134544,S46_3748,,5949.7300000000005
134546,S14_3525,,4435.56
134547,S47_4899,,6163.08
134548,S36_2360,,5017.68
134552,S37_1631,,12529.73
134560,S35_1138,,3838.32
134571,S65_2923,,6398.4
134577,S43_2966,,8429.4
134580,S67_4275,,10281.7
134588,S13_1055,,6447.38
134590,S14_3365,,11598.66
134598,S53_3964,,4060.5600000000004
134602,S38_3093,,5433.21
134605,S50_2322,,3679.06
134609,S34_1475,,4399.72
134613,S59_2108,,6951.360000000001
134615,S69_4405,,3667.56
134619,S35_1615,,3173.4399999999996
134622,S56_3397,,3596.0299999999997
134623,S32_1681,,5128.5
134625,S29_3234,,5552.799999999999
134626,S24_3609,,10171.69
134630,S60_3843,,4215.84
134631,S18_2845,,8433.6
134641,S69_4859,,5314.33
134644,S63_1308,,11487.24
134648,S32_3395,,8742.6
134649,S64_3437,,4254.12
134652,S57_3666,,8023.32
134661,S29_4225,,5240.110000000001
134662,S63_1819,,6397.799999999999
134665,S64_2846,,3911.5800000000004
134669,S15_4821,,8777.0
134672,S70_1425,,10780.38
134675,S35_1629,,3000.48
134679,S66_4161,,5599.44
134681,S47_4682,,3469.68
134685,S16_4969,,7693.86
134692,S35_1808,,12085.5
134695,S18_4864,,8149.9800000000005
134699,S61_4024,,5769.12
134701,S14_3894,,6010.86
134703,S37_1563,,6917.400000000001
134707,S67_1342,,5367.78
134713,S39_3525,,3519.9
134714,S25_3582,,10412.64
134719,S65_2598,,4606.16
134721,S29_1035,,3017.14
134730,S59_4645,,7207.2300000000005
134736,S59_4720,,4423.92
134742,S13_1684,,3333.8199999999997
134746,S28_4023,,4051.89
134750,S23_4729,,3935.34
134752,S52_1895,,4827.61
134759,S56_4140,,13434.4
134764,S61_1497,,7832.88
134765,S13_1931,,5908.5
134769,S56_1473,,4010.0400000000004
134772,S33_4800,,3360.0
134776,S29_3010,,4183.02
134780,S31_1083,,12893.98
134782,S39_3305,,3348.0
134787,S34_1636,,6201.6
134788,S57_1896,,4454.0
134797,S15_3194,,5491.2
134805,S54_3597,,8297.1
134810,S58_3747,,12603.92
134811,S67_3971,,9651.960000000001
134812,S19_2462,,8886.35
134815,S59_3939,,4309.24
134821,S33_4059,,8742.0
134822,S51_4899,,3574.28
134824,S50_2640,,9270.27
134828,S33_1606,,8513.5
134833,S18_1917,,6663.06
134835,S28_4743,,4032.5600000000004
134837,S42_2812,,9933.5
134841,S41_2056,,5680.639999999999
134842,S47_4304,,3699.82
134845,S40_3770,,3176.6000000000004
134856,S34_1028,,3652.2
134867,S15_1976,,14364.859999999999
134872,S41_4249,,8250.630000000001
134875,S19_2061,,7387.799999999999
134879,S52_1772,,4815.9
134881,S15_3480,,11077.55
134885,S31_2684,,4877.55
134895,S27_4054,,12910.38
134896,S48_3589,,5435.900000000001
134914,S54_1223,,4490.6900000000005
134916,S19_1204,,7883.6
134920,S33_2490,,7296.960000000001
134923,S61_1692,,4697.18
134924,S10_3983,,8657.76
134925,S46_3972,,10899.66
134926,S51_1049,,6674.29
134929,S35_1187,,11768.2
134930,S69_1612,,11584.65
134935,S47_2878,,9159.99
134936,S43_1510,,5465.04
134946,S64_4537,,3287.25
134950,S37_3943,,6651.68
134953,S60_3593,,4732.0
134954,S65_2548,,3079.5
134956,S64_2589,,12862.0
134960,S50_3394,,8268.12
134961,S17_1190,,6259.469999999999
134963,S66_2040,,9967.58
134967,S60_1193,,5285.16
134970,S69_4192,,6529.22
134971,S11_3724,,4390.5599999999995
134972,S67_4895,,4752.26
134973,S69_2006,,3993.99
134975,S27_3615,,10897.48
134978,S67_1882,,3073.5
134980,S22_2934,,9186.36
134982,S11_1039,,11991.779999999999
134984,S45_3939,,7250.98
134988,S13_2362,,5379.12
134993,S57_3452,,6711.120000000001
134995,S34_2475,,4439.82
134999,S53_3270,,8524.14
135003,S34_2470,,9318.72
135006,S53_3757,,3317.1600000000003
135010,S70_3883,,6250.29
135012,S21_1158,,7883.61
135020,S52_4371,,6819.84
135021,S42_1327,,6288.299999999999
135023,S42_2633,,4619.04
135026,S40_2915,,12932.0
135029,S34_3463,,5707.5
135033,S45_4979,,12358.08
135037,S47_2910,,6714.24
135039,S25_4280,,11639.550000000001
135042,S10_2195,,4564.08
135044,S12_4608,,3589.92
135051,S27_4787,,7896.15
135056,S46_4684,,4929.400000000001
135060,S37_1646,,10794.68
135064,S40_4042,,7920.280000000001
135066,S52_4785,,13756.8
135070,S58_3534,,8646.03
135072,S23_2259,,4420.76
135077,S60_4829,,5477.38
135080,S69_3545,,9457.2
135087,S35_2735,,11329.14
135088,S66_2383,,6024.72
135092,S32_3362,,3086.52
135095,S68_4874,,4822.44
135097,S27_3903,,8884.68
135099,S16_4261,,8407.5
135101,S27_3497,,3344.6
135105,S17_1555,,10035.84
135106,S58_1044,,4066.8
135109,S32_2770,,8628.36
135113,S70_3040,,3580.5
135116,S67_4899,,3266.55
135117,S31_1020,,4193.82
135123,S52_1819,,3763.46
135127,S38_4766,,6740.16
135131,S20_2312,,13132.8
135137,S26_4616,,3217.3199999999997
135139,S68_2271,,7907.5
135147,S68_4033,,3133.44
135158,S50_3177,,10098.12
135163,S36_2166,,4600.5
135166,S56_1011,,4835.04
135170,S45_4859,,7132.4800000000005
135178,S24_1847,,3096.0499999999997
135180,S12_3982,,14107.5
135185,S50_4448,,4382.1
135187,S18_2232,,3690.4500000000003
135190,S30_1838,,5163.3
135194,S64_3550,,3777.58
135201,S40_2300,,4607.24
135206,S38_2252,,6522.900000000001
135210,S33_2023,,5088.0
135212,S21_1726,,5642.13
135216,S59_1085,,7931.780000000001
135218,S33_2471,,6383.21
135219,S70_4140,,9472.38
135223,S60_4243,,4898.990000000001
135227,S22_3102,,4003.16
135230,S27_4014,,3394.0499999999997
135236,S69_3776,,6695.89
135240,S10_4742,,5603.85
135244,S29_1312,,7491.05
135248,S22_1051,,5029.5
135252,S35_3361,,4361.04
135255,S59_4890,,4092.4
135256,S11_1211,,7936.13
135262,S26_2465,,3208.32
135264,S57_1193,,3060.94
135266,S51_4337,,3638.25
135267,S40_1490,,9399.6
135271,S18_1334,,4623.69
135275,S47_2379,,5242.5
135276,S15_2579,,7933.68
135279,S21_4114,,3815.68
135281,S61_4326,,5486.030000000001
135285,S49_1885,,5461.4400000000005
135287,S36_4854,,4331.5199999999995
135296,S70_1700,,6886.339999999999
135299,S54_1372,,3008.32
135301,S23_1958,,5931.5
135303,S41_4201,,10670.0
135304,S24_2873,,6718.8
135307,S23_2924,,4188.14
135311,S16_4163,,9909.24
135313,S27_2142,,9264.93
135316,S49_2089,,3478.71
135323,S32_4213,,7223.98
135327,S16_4206,,11254.32
135330,S34_1735,,3834.1800000000003
135331,S12_4897,,9643.4
135335,S49_2969,,3936.3499999999995
135337,S10_1197,,5258.820000000001
135338,S17_2992,,3507.0
135340,S68_4137,,4875.21
135343,S52_3137,,3860.7400000000002
135345,S31_4586,,5436.0
135347,S23_2815,,10895.560000000001
135350,S56_3316,,6002.67
135353,S61_1344,,3400.5499999999997
135357,S25_4717,,13894.32
135361,S44_3241,,5401.92
135363,S59_2652,,3736.48
